moves
"e4,e5,Nf3,Nc6,d4,exd4,Nxd4,Nf6,Nc3,Bb4,Nxc6,bxc6"
"d4,d5,Bf4,e6,e3,Bd6,Qg4,g6,Qf3,Nf6,Nc3,a6"
"d4,d5,c4,e6,Nc3,Bb4,cxd5,exd5,a3,Bxc3"
